x,y,Object
-0.379126,0.0760217,0.0
-0.389053,0.0752343,0.0
-0.398968,0.0742939,0.0
-0.408865,0.0731829,0.0
-0.418738,0.0718782,0.0
-0.428579,0.0703506,0.0
-0.438376,0.0685619,0.0
-0.44811,0.0664601,0.0
-0.457752,0.0639716,0.0
-0.467252,0.0609863,0.0
-0.476512,0.0573286,0.0
-0.485319,0.0526958,0.0
-0.493113,0.0465362,0.0
-0.498217,0.0380999,0.0
-0.497867,0.0283055,0.0
-0.492654,0.0198944,0.0
-0.48526,0.0132469,0.0
-0.47694,0.00778275,0.0
-0.468147,0.00311158,0.0
-0.459073,-0.00099097,0.0
-0.449816,-0.00466118,0.0
-0.440429,-0.0079876,0.0
-0.430947,-0.0110312,0.0
-0.421391,-0.0138362,0.0
-0.411777,-0.016435,0.0
-0.402116,-0.0188534,0.0
-0.392417,-0.0211115,0.0
-0.382685,-0.0232254,0.0
-0.372925,-0.0252086,0.0
-0.363142,-0.0270726,0.0
-0.353338,-0.0288265,0.0
-0.343517,-0.0304789,0.0
-0.333681,-0.0320367,0.0
-0.323831,-0.0335065,0.0
-0.313969,-0.0348935,0.0
-0.304096,-0.0362029,0.0
-0.294214,-0.0374388,0.0
-0.284323,-0.0386057,0.0
-0.274425,-0.0397068,0.0
-0.264521,-0.040746,0.0
-0.25461,-0.0417257,0.0
-0.244694,-0.0426494,0.0
-0.234772,-0.043519,0.0
-0.224847,-0.0443376,0.0
-0.214918,-0.045107,0.0
-0.204985,-0.0458295,0.0
-0.195049,-0.0465072,0.0
-0.18511,-0.0471416,0.0
-0.175168,-0.047735,0.0
-0.165225,-0.0482881,0.0
-0.155279,-0.0488037,0.0
-0.145331,-0.0492821,0.0
-0.135382,-0.0497255,0.0
-0.125431,-0.0501349,0.0
-0.115479,-0.0505113,0.0
-0.105526,-0.0508567,0.0
-0.0955718,-0.0511711,0.0
-0.0856167,-0.0514566,0.0
-0.0756609,-0.0517135,0.0
-0.0657044,-0.051943,0.0
-0.0557473,-0.0521465,0.0
-0.0457898,-0.0523239,0.0
-0.0358318,-0.0524771,0.0
-0.0258735,-0.0526059,0.0
-0.0159149,-0.0527119,0.0
-0.0059561,-0.0527955,0.0
0.00400285,-0.052857,0.0
0.0139619,-0.052898,0.0
0.023921,-0.0529179,0.0
0.0338802,-0.0529185,0.0
0.0438393,-0.0528995,0.0
0.0537984,-0.0528616,0.0
0.0637574,-0.052806,0.0
0.0737162,-0.052732,0.0
0.083675,-0.0526413,0.0
0.0936335,-0.0525332,0.0
0.103592,-0.0524088,0.0
0.11355,-0.0522684,0.0
0.123508,-0.0521119,0.0
0.133466,-0.0519405,0.0
0.143423,-0.0517535,0.0
0.15338,-0.051552,0.0
0.163337,-0.0513357,0.0
0.173293,-0.0511051,0.0
0.18325,-0.0508606,0.0
0.193205,-0.050602,0.0
0.203161,-0.05033,0.0
0.213116,-0.050044,0.0
0.22307,-0.049745,0.0
0.233025,-0.0494324,0.0
0.242979,-0.0491069,0.0
0.252932,-0.048768,0.0
0.262885,-0.0484163,0.0
0.272837,-0.0480515,0.0
0.282789,-0.0476738,0.0
0.292741,-0.0472832,0.0
0.302692,-0.0468797,0.0
0.312642,-0.046463,0.0
0.322592,-0.0460335,0.0
0.332541,-0.0455907,0.0
0.34249,-0.0451352,0.0
0.352438,-0.044666,0.0
0.362386,-0.0441838,0.0
0.372332,-0.043688,0.0
0.382279,-0.0431786,0.0
0.392224,-0.0426556,0.0
0.402169,-0.0421185,0.0
0.412112,-0.0415673,0.0
0.422056,-0.041002,0.0
0.431998,-0.0404221,0.0
0.441939,-0.0398273,0.0
0.45188,-0.0392176,0.0
0.461819,-0.0385926,0.0
0.471758,-0.0379521,0.0
0.481695,-0.0372957,0.0
0.491632,-0.0366232,0.0
0.426938,-0.00973183,1.0
0.309419,0.012761,1.0
0.191559,0.033379,1.0
0.0737375,0.0524261,1.0
-0.0353352,0.0688303,1.0
-0.144631,0.0783829,1.0
-0.244366,0.0852938,1.0
-0.359798,-0.0367437,1.0
-0.270396,-0.0491113,1.0
-0.170686,-0.0569155,1.0
-0.0621196,-0.060678,1.0
0.048733,-0.0602538,1.0
0.168291,-0.0628719,1.0
0.288116,-0.0563773,1.0
0.407618,-0.0504545,1.0
-0.344197,0.0873346,1.0
0.577196,1.64787,1.0
-0.607948,-1.71525,1.0
0.60521,-1.6204,1.0
-0.638662,1.69468,1.0
1.6622,0.635831,1.0
-1.63106,-0.651742,1.0
1.68121,-0.586787,1.0
-1.65359,0.6,1.0
1.40653,-1.68131,1.0
1.68324,1.4138,1.0
-1.64363,-1.38312,1.0
-1.40681,1.68119,1.0
1.639,1.04248,1.0
1.37923,0.806273,1.0
1.36171,0.521086,1.0
1.14353,0.649877,1.0
1.12421,0.429871,1.0
0.951496,0.529773,1.0
0.951577,0.342895,1.0
0.789908,0.439609,1.0
0.785821,0.615702,1.0
0.638074,0.523249,1.0
1.09185,0.242157,1.0
0.920758,0.173404,1.0
0.63211,0.698744,1.0
0.497177,0.600556,1.0
0.482127,0.457664,1.0
0.361465,0.519848,1.0
0.356305,0.664486,1.0
0.233352,0.574816,1.0
0.216692,0.721209,1.0
0.101456,0.628071,1.0
0.126781,0.48304,1.0
-0.0136021,0.527799,1.0
-0.0342886,0.671485,1.0
-0.42589,0.079693,1.0
-0.394825,0.0833503,1.0
-0.137408,0.585882,1.0
-0.168751,0.717038,1.0
-0.268964,0.619217,1.0
0.0278978,0.411208,1.0
0.111901,0.374233,1.0
0.13188,0.0438982,1.0
0.102381,0.0479587,1.0
-0.22584,0.492206,1.0
-0.35696,0.526033,1.0
-0.475305,0.0675027,1.0
-0.403302,0.652211,1.0
-0.492951,0.528475,1.0
-0.545051,0.683302,1.0
-0.641371,0.569161,1.0
-0.699281,0.723437,1.0
0.0449781,0.323489,1.0
-0.0849754,0.0726855,1.0
-0.114782,0.0757593,1.0
0.0224006,0.05902,1.0
-0.00540118,0.0642321,1.0
0.112458,0.293844,1.0
0.250537,0.0233383,1.0
0.221051,0.0295784,1.0
-0.324605,0.420963,1.0
1.05833,0.0734025,1.0
0.915375,0.0280403,1.0
0.810574,0.091537,1.0
0.786501,-0.0208216,1.0
0.880897,-0.0921757,1.0
0.776239,-0.123965,1.0
0.86066,-0.203248,1.0
0.73473,-0.230557,1.0
0.833824,-0.321284,1.0
0.715931,-0.353698,1.0
0.811738,-0.454682,1.0
0.657541,-0.479393,1.0
0.781327,-0.601352,1.0
0.625457,-0.645971,1.0
0.508918,-0.536893,1.0
0.469953,-0.689536,1.0
0.349856,-0.557934,1.0
0.314456,-0.726658,1.0
0.204598,-0.611406,1.0
0.159412,-0.76885,1.0
0.0545558,-0.65013,1.0
0.0910113,-0.499155,1.0
-0.044117,-0.541411,1.0
-0.0903271,-0.675392,1.0
-0.176084,-0.563822,1.0
-0.43851,-0.0184242,1.0
-0.409041,-0.0260108,1.0
-0.231139,-0.69564,1.0
-0.319216,-0.563905,1.0
-0.376995,-0.71467,1.0
-0.466191,-0.597259,1.0
-0.531516,-0.744973,1.0
-0.630818,-0.586042,1.0
-0.411612,-0.498628,1.0
-0.119923,-0.44252,1.0
0.416705,-0.433666,1.0
0.466265,-0.0456313,1.0
0.34787,-0.0535159,1.0
0.379132,-0.052231,1.0
-0.704352,-0.772758,1.0
-0.602677,0.431766,1.0
-0.734198,0.46064,1.0
-0.688815,0.341565,1.0
-0.818911,0.357857,1.0
-0.749094,0.235407,1.0
-0.909544,0.255491,1.0
-0.830085,0.109056,1.0
-0.299913,-0.877398,1.0
0.0525726,0.24714,1.0
-0.00682279,0.272867,1.0
0.111812,0.222017,1.0
0.168118,0.259195,1.0
0.167715,0.201015,1.0
0.216454,0.227706,1.0
0.369043,0.00154044,1.0
0.397543,-0.00418562,1.0
-0.374749,0.0853147,1.0
0.213573,0.169611,1.0
0.260834,0.198398,1.0
0.71888,0.051802,1.0
-0.0651421,0.0703965,1.0
0.0437118,0.0548425,1.0
0.15219,0.039805,1.0
0.270703,0.0209886,1.0
0.289953,0.0152923,1.0
0.348582,0.00521314,1.0
0.756787,-0.779395,1.0
-0.441885,0.799177,1.0
0.260611,0.15065,1.0
0.302379,0.172926,1.0
-0.0628447,0.823563,1.0
-0.000809832,0.216399,1.0
-0.0476829,0.23288,1.0
-0.194437,0.0824394,1.0
-0.215247,0.0836925,1.0
-0.174815,0.082459,1.0
-1.01575,0.136591,1.0
-0.953108,-0.0130363,1.0
-0.815816,-0.628582,1.0
0.632059,-0.270042,1.0
-0.879198,0.48608,1.0
0.296134,0.124664,1.0
0.341078,0.139832,1.0
0.485242,-0.0216792,1.0
0.465939,-0.0181266,1.0
-0.579753,0.328721,1.0
0.340327,0.826478,1.0
0.968938,-0.283657,1.0
0.121942,0.170808,1.0
0.345857,0.195238,1.0
0.388066,0.167088,1.0
0.280542,0.260782,1.0
0.454697,-0.880668,1.0
-1.14515,0.00245109,1.0
-0.0383034,0.183904,1.0
-0.0825484,0.199409,1.0
-0.0949295,0.246214,1.0
-0.132163,0.210194,1.0
0.00184942,0.169771,1.0
0.385311,0.117006,1.0
0.429186,0.137767,1.0
-0.1426,0.258509,1.0
-0.294653,0.0857373,1.0
-0.179625,0.225989,1.0
-0.314668,0.0855989,1.0
-0.274368,0.0851382,1.0
0.78147,0.801518,1.0
-0.902293,-0.815793,1.0
0.223124,0.123469,1.0
0.962884,-0.543716,1.0
0.43813,0.193194,1.0
0.722644,0.137715,1.0
1.23651,0.128537,1.0
-0.58475,-0.908358,1.0
0.483294,0.15452,1.0
-0.118018,0.169989,1.0
0.41551,0.0874316,1.0
-0.10965,0.298611,1.0
-0.807962,-0.0276663,1.0
-0.025332,0.145164,1.0
0.00541355,0.130382,1.0
0.495783,0.213682,1.0
-1.04527,-0.178102,1.0
0.377791,0.0792761,1.0
-1.06592,0.304223,1.0
-1.01769,-0.659064,1.0
-0.192053,0.271676,1.0
-0.225975,0.234225,1.0
-0.210028,0.19068,1.0
-0.256941,0.19777,1.0
-0.272897,0.2425,1.0
-0.301703,0.195478,1.0
-0.320748,0.247119,1.0
-0.351266,0.204092,1.0
-0.370524,0.256054,1.0
-0.403012,0.208778,1.0
-0.33118,0.168445,1.0
-0.238459,0.160443,1.0
-0.207419,0.150936,1.0
0.417275,0.0504017,1.0
0.445254,0.0655668,1.0
-0.755954,-0.458178,1.0
0.0325358,0.152631,1.0
0.0354078,0.120398,1.0
-1.12465,-0.855812,1.0
-0.972727,-1.0513,1.0
-0.0213131,0.116643,1.0
-0.0453776,0.123657,1.0
0.647451,0.0871905,1.0
0.648913,0.0208755,1.0
0.584229,0.0699633,1.0
0.595423,0.00140327,1.0
-1.2839,-0.1539,1.0
-1.36317,0.059941,1.0
1.19423,-0.0459683,1.0
0.437398,0.260987,1.0
-0.228141,0.128588,1.0
-0.255829,0.135512,1.0
-0.201492,0.124649,1.0
-0.183528,0.139991,1.0
0.65098,0.177309,1.0
-0.423275,0.264917,1.0
-0.455463,0.219779,1.0
-0.440111,0.167179,1.0
-0.48288,0.17107,1.0
-0.463659,0.143281,1.0
-0.509261,0.140696,1.0
-0.529089,0.18158,1.0
-0.552769,0.131894,1.0
-0.587374,0.187143,1.0
-0.610348,0.132216,1.0
-0.42542,0.140116,1.0
-0.57594,0.0770505,1.0
0.436722,0.0318781,1.0
0.46712,0.0424769,1.0
0.382903,0.040968,1.0
-0.403649,0.157811,1.0
-0.389451,0.129678,1.0
0.0595857,0.136424,1.0
0.0623232,0.104656,1.0
0.0841101,0.121617,1.0
0.0871546,0.0957382,1.0
0.106641,0.108826,1.0
0.106705,0.0836564,1.0
0.126934,0.0967668,1.0
1.38983,0.00592592,1.0
0.0394949,0.0923964,1.0
0.477749,0.0745255,1.0
0.499922,0.047179,1.0
0.513357,0.0777094,1.0
-0.179145,0.115161,1.0
-0.161864,0.130254,1.0
-0.165254,0.160224,1.0
-0.448017,0.110509,1.0
-0.454825,0.0744138,1.0
-0.15752,0.110385,1.0
-0.141843,0.121751,1.0
0.0610095,0.168448,1.0
-0.0402186,0.0993663,1.0
-0.0624831,0.107096,1.0
-0.0690818,0.129057,1.0
-0.0834646,0.111683,1.0
-0.0196961,0.0942915,1.0
1.35198,-0.225351,1.0
-0.492501,0.114322,1.0
-0.496692,0.0565151,1.0
0.125701,0.0757736,1.0
0.146463,0.0824639,1.0
0.14704,0.109321,1.0
0.167612,0.0957506,1.0
0.167851,0.0728549,1.0
0.172331,0.0350026,1.0
0.187294,0.0827003,1.0
0.169065,0.12237,1.0
1.12589,0.903722,1.0
0.46168,0.016492,1.0
0.446273,-0.0132418,1.0
0.41136,0.0277488,1.0
-0.64104,0.0711061,1.0
-0.60113,0.0230245,1.0
-0.479303,-0.00462611,1.0
-0.496625,0.00856906,1.0
0.016387,0.103954,1.0
0.18509,0.0600812,1.0
0.203036,0.0697302,1.0
0.728551,0.228638,1.0
0.643854,0.280643,1.0
-0.41638,0.107582,1.0
-0.492524,0.392495,1.0
-0.290642,0.29066,1.0
0.193474,0.890242,1.0
0.332737,1.01467,1.0
0.115442,1.07839,1.0
0.319496,1.23452,1.0
0.0751687,1.33917,1.0
-0.110403,1.19434,1.0
0.535571,1.09052,1.0
-0.203181,1.43245,1.0
-0.357043,1.24732,1.0
-0.247304,0.111436,1.0
-0.271267,0.114736,1.0
-0.280337,0.13763,1.0
-0.293979,0.116717,1.0
-0.229521,0.1074,1.0
0.0912096,0.0761756,1.0
0.0579045,0.0863821,1.0
-0.551518,0.0273058,1.0
-0.569733,-0.0185661,1.0
-0.623382,-0.0367099,1.0
-0.568188,-0.0752617,1.0
-0.626079,-0.100377,1.0
-0.576755,-0.148909,1.0
-0.50884,-0.114118,1.0
-0.515244,-0.19169,1.0
-0.44386,-0.147036,1.0
-0.453381,-0.232961,1.0
-0.392857,-0.196653,1.0
-0.221168,-0.0534976,1.0
-0.310166,-0.0440981,1.0
-0.330814,-0.0398181,1.0
-0.240569,-0.0549461,1.0
-0.20016,-0.0551192,1.0
-0.388987,-0.148261,1.0
-0.343986,-0.166165,1.0
-0.337682,-0.22868,1.0
-0.286335,-0.194957,1.0
-0.277937,-0.262618,1.0
-0.230658,-0.223629,1.0
-0.110802,-0.0593037,1.0
-0.140516,-0.0588237,1.0
-0.0909722,-0.0613905,1.0
-0.237077,-0.166868,1.0
-0.195251,-0.182651,1.0
-0.186241,-0.135332,1.0
-0.150906,-0.155947,1.0
-0.0110105,-0.0617479,1.0
-0.0309685,-0.0612132,1.0
0.00894603,-0.0618575,1.0
-0.147863,-0.204869,1.0
-0.111698,-0.176744,1.0
-0.103891,-0.223351,1.0
-0.0702772,-0.194339,1.0
0.10832,-0.0618601,1.0
0.0787799,-0.0616287,1.0
0.128636,-0.0606887,1.0
-0.0584087,-0.240523,1.0
-0.0228299,-0.203833,1.0
-0.00965873,-0.26016,1.0
0.0290962,-0.22446,1.0
0.227894,-0.0582628,1.0
0.199096,-0.0610675,1.0
0.258636,-0.05886,1.0
0.020935,-0.175218,1.0
0.0666978,-0.189779,1.0
0.0784403,-0.239957,1.0
0.116607,-0.196626,1.0
0.128994,-0.251573,1.0
0.166436,-0.214059,1.0
0.185152,-0.269154,1.0
0.220056,-0.226211,1.0
0.204044,-0.177922,1.0
0.255311,-0.189259,1.0
-0.141992,-0.256226,1.0
0.271644,-0.233329,1.0
0.300046,-0.193588,1.0
0.0994161,-0.158245,1.0
0.282795,-0.150435,1.0
0.324906,-0.159268,1.0
0.345213,-0.197688,1.0
0.367881,-0.150115,1.0
0.393651,-0.200907,1.0
0.409585,-0.157584,1.0
0.360525,-0.246911,1.0
-0.0773472,-0.148226,1.0
0.444851,-0.19722,1.0
0.474812,-0.162794,1.0
0.310156,-0.125395,1.0
0.317989,-0.0548651,1.0
0.277448,-0.117335,1.0
-0.235329,-0.123973,1.0
-0.159189,-0.124462,1.0
-0.3304,-0.120705,1.0
-0.433846,-0.106391,1.0
0.444351,-0.118097,1.0
0.477435,-0.121268,1.0
0.437504,-0.0490863,1.0
0.511463,-0.157421,1.0
0.524552,-0.104182,1.0
0.0771382,-0.301536,1.0
-0.194354,-0.104776,1.0
-0.660279,-0.180507,1.0
-0.373177,-0.094788,1.0
-0.527009,-0.272993,1.0
0.559683,-0.149702,1.0
0.579728,-0.102241,1.0
0.295555,-0.0951029,1.0
0.320871,-0.098317,1.0
0.270082,-0.0931202,1.0
0.252404,-0.109414,1.0
0.617067,-0.146255,1.0
0.636526,-0.0940536,1.0
0.549887,-0.0647719,1.0
-0.267471,-0.141137,1.0
-0.262195,-0.10704,1.0
-0.238391,-0.0928878,1.0
0.50605,-0.0783297,1.0
0.48843,-0.045096,1.0
0.472027,-0.0863338,1.0
-0.165151,-0.0924769,1.0
-0.335948,-0.298387,1.0
-0.266049,-0.346491,1.0
-0.481981,-0.0608226,1.0
0.247955,-0.0854866,1.0
0.229989,-0.102153,1.0
-0.0535905,-0.30244,1.0
-0.506316,0.0338294,1.0
-0.504191,0.0453572,1.0
-0.512175,0.0585231,1.0
-0.498472,0.0701364,1.0
-0.259645,-0.0784611,1.0
-0.281843,-0.0873506,1.0
-0.290799,-0.0474922,1.0
0.23415,-0.125564,1.0
0.210616,-0.117369,1.0
0.205663,-0.0915395,1.0
0.188234,-0.107544,1.0
0.183524,-0.086773,1.0
0.167,-0.099081,1.0
0.169522,-0.122643,1.0
0.147738,-0.112109,1.0
0.149,-0.13883,1.0
0.147793,-0.0885118,1.0
0.127995,-0.0993147,1.0
0.149413,-0.0604231,1.0
0.700421,-0.012741,1.0
0.59336,-0.0597797,1.0
0.538547,-0.198173,1.0
-0.518119,0.0787327,1.0
-0.453066,-0.308669,1.0
-0.530647,-0.362691,1.0
0.529703,0.279683,1.0
1.59117,0.328045,1.0
0.350187,0.0967106,1.0
0.350951,0.0623267,1.0
0.32541,0.077524,1.0
0.32545,0.0491845,1.0
0.303671,0.0631988,1.0
0.328981,0.00888032,1.0
0.345129,0.0361239,1.0
0.302987,0.0408748,1.0
0.283801,0.0512171,1.0
0.282664,0.0738059,1.0
0.262953,0.0618007,1.0
0.261861,0.0852643,1.0
0.242877,0.0714099,1.0
0.243832,0.0483441,1.0
-0.2118,0.877754,1.0
0.224355,-0.478525,1.0
0.532121,-0.406862,1.0
-1.52503,-0.1466,1.0
0.393721,-0.119824,1.0
0.0109333,-0.316444,1.0
-0.0275662,0.341483,1.0
-0.0720599,0.417776,1.0
0.0199727,0.0818094,1.0
-0.137796,0.100739,1.0
-0.123136,0.111081,1.0
0.263171,0.0411488,1.0
0.312229,-0.0805859,1.0
0.33227,-0.07867,1.0
0.342099,-0.0979991,1.0
0.352538,-0.0782358,1.0
0.255868,0.453519,1.0
0.359826,0.404534,1.0
-0.020085,-0.158449,1.0
0.0053011,-0.135853,1.0
-0.0238219,-0.125663,1.0
-0.00416153,-0.104937,1.0
0.0232691,-0.113017,1.0
-0.0302838,-0.100124,1.0
0.016281,-0.088235,1.0
0.0394495,-0.095067,1.0
0.0478606,-0.116941,1.0
0.0628716,-0.0993601,1.0
0.0295271,-0.0636672,1.0
-0.0487122,-0.113933,1.0
-0.0519072,-0.0892922,1.0
-0.0692029,-0.103146,1.0
0.0713038,-0.120933,1.0
0.0846333,-0.102194,1.0
-0.00447164,-0.0832713,1.0
-0.0719746,-0.0837512,1.0
-0.0882948,-0.0941478,1.0
-1.22822,-1.10472,1.0
-1.05446,-1.3716,1.0
-1.20665,-0.365585,1.0
-0.116059,-0.13648,1.0
0.437785,0.00952137,1.0
-0.233812,0.387661,1.0
-0.766134,-1.24193,1.0
0.446661,-0.330478,1.0
0.350326,-0.359157,1.0
-0.246089,-0.455518,1.0
-0.373168,0.150169,1.0
-0.367586,0.124472,1.0
-0.380811,0.108169,1.0
-1.27116,-0.626645,1.0
