u,v,p
1.0017341515041378,-0.0375856799083262,0.0980400955935094
1.0973444712585450,-0.0161567253903348,-0.0196411217919673
1.0990398869918099,0.0077316203661265,-0.0275114871732859
1.0080793135862680,0.0442414724405520,0.0850180124029625
0.0302261831346010,0.0008546107835241,-0.6186268659573438
0.0223885308269166,-0.0003776336804052,-0.6073346582133767
0.0103425622543620,-0.0022561425308633,-0.5885189164858831
0.0066839672248136,-0.0021038643238021,-0.5250537151587430
0.0053290469966442,-0.0016773858217740,-0.4128245974052149
0.0068529276900781,-0.0015957553439473,-0.3496553951430735
0.0105650089472974,-0.0024601411614061,-0.3238805604939180
0.0087888004646148,-0.0017458510755287,-0.2954987929171907
0.0098580526457172,-0.0023331779870857,-0.2844321751070066
0.0076195551775470,-0.0017036919973276,-0.3074998260254859
0.0027815562797533,-0.0005149119998642,-0.2915141861082996
0.0027056504611608,-0.0004052018252330,-0.2602994507487612
0.0064699120379836,-0.0006669060180099,-0.2456297231824490
0.0017721132749482,-0.0001753645019238,-0.2801125356773442
0.0034138734757343,-0.0003515665269583,-0.2362628640948003
0.0088980455844983,-0.0014744354474199,-0.2615058386113616
0.0082043151996776,-0.0009293890102807,-0.2575617045389622
0.0085814689152424,-0.0009350887829629,-0.2751724872832756
0.0003493127418795,-0.0000806026197461,-0.3054253815975871
0.0060804779996393,-0.0010139912003263,-0.2696033589110426
0.0049977264939730,-0.0006740618810290,-0.2557105948561379
0.0049583026709968,-0.0001482112875017,-0.2702791338820763
0.0063660384588724,-0.0007934323192726,-0.2592163559074130
0.0038050324166662,-0.0003730567644563,-0.2419429159726495
0.0081173420593558,-0.0010389678092346,-0.2694578156997580
0.0056412390090253,-0.0008548339575044,-0.2831268420549434
0.0048060074110421,-0.0004045529705957,-0.2380819224858049
0.0076423964979089,-0.0010085104539035,-0.2789917741283672
0.0077025232264827,-0.0011763661529646,-0.2662151088699214
0.0120409717432527,-0.0003414819403194,-0.2413677863782463
0.0094531960912230,-0.0009966449874928,-0.2911723910513521
0.0050025061629539,-0.0002652088504432,-0.2664303074536046
0.0057469389368937,-0.0001219191793075,-0.2407286524679778
0.0134505952700231,-0.0007584222797742,-0.2530507364586017
0.0163999440011836,-0.0008166415885935,-0.2577477199557581
0.0183931865861146,-0.0011067313928076,-0.2624064930667200
0.0191926661483457,-0.0018629653127641,-0.2870264686946872
0.0137562795648243,-0.0018046627670780,-0.3088583870116991
0.0125930225118772,-0.0007469554890837,-0.2612210975804953
0.0160123574538587,-0.0001251983633009,-0.2399684071618577
0.0166147954772820,-0.0003556145438311,-0.2639104110334879
0.0137532428636518,-0.0003045967766900,-0.2617379207416367
0.0145004157057918,0.0010916148273764,-0.2037279335573457
0.0207065147882981,0.0007827687148268,-0.2272739861065048
0.0267698492782343,-0.0008033458175962,-0.2877609473625750
0.0134423363127288,0.0002086925429659,-0.2683481213893681
0.0165230241198583,0.0023285352205561,-0.1601501393279867
0.0165357292542783,0.0013816714684298,-0.1661449628471192
0.0226930562091210,0.0027985185305665,-0.1713463677674746
0.0234107307762902,0.0035288600345841,-0.1514588251973846
0.0247926700297547,0.0036121334141452,-0.1202985141960839
0.0326920777985511,0.0053548309434976,-0.1133581427302220
0.0348442338267827,0.0065756663011267,-0.0910601724980202
0.0229284258440266,0.0056625651883079,-0.0520799035692927
0.0412801210546481,0.0146114075718322,0.1240233899690545
0.0489123510187071,0.0142559937985375,0.0928619737918879
0.0470740257033592,0.0159386781599230,0.1454474848276490
0.0403765642296783,0.0141710131204511,0.2308905861033375
0.0305862741936732,0.0125276445328944,0.3806120360730816
0.0132733088840718,0.0080010786088114,0.5875706891909189
0.0318295209119348,0.0214525487598055,0.8169989738229887
0.0225535713203564,0.0152007185341040,1.0410101455283551
0.0016790477666246,0.0011922101683454,1.2437102604664583
0.0101018385065799,0.0071728242792868,1.4390101356955498
0.0125084282569551,0.0011827535588147,1.5757450228998644
0.0193133320150537,-0.0022387809920190,1.5390841377129938
0.0230365300152754,-0.0111791044749256,1.4573662618077405
0.0264722066612335,-0.0200245572001661,1.3538216790578776
0.0247645944405311,-0.0182892758917832,1.1845296658831874
0.0296856831208900,-0.0201095196001432,1.0625601874642925
0.0254128872336532,-0.0166928895825437,0.9369628563983134
0.0134627256258438,-0.0077768057052281,0.7753535249856203
0.0066477894487031,-0.0038401263123558,0.5480026122179381
0.0046442048253392,-0.0019310387178337,0.3624834494198620
0.0217077058414377,-0.0047606638063724,0.1935994714917146
0.0365562170768355,-0.0099825297134190,0.1788029858569477
0.0361355608918928,-0.0097669684625548,0.1875741956341613
0.0286265510981151,-0.0074847153712978,0.1851578261449315
0.0171140696011974,-0.0038406659244058,0.1411538590873806
0.0158765850793678,-0.0030456394926162,0.1239387552771332
0.0168361087651622,-0.0026920365019626,-0.0154952189282568
0.0304886782970493,-0.0028951130644033,-0.0463605875351030
0.0313834624161988,-0.0045722866747241,0.0140102264017365
0.0168222679701439,-0.0028005499666769,0.0531645361247044
0.0133212372772511,-0.0007307647296254,-0.0878747987965907
0.0198869713675378,-0.0023816945439686,-0.0702053441177561
0.0213274065668282,-0.0017863025377993,-0.0905359913882010
0.0154849266241863,-0.0014888275852891,-0.0894870875693917
0.0220820478518122,-0.0007625573221973,-0.1368652406604863
0.0226117666134847,-0.0007516527550308,-0.1326939524485399
0.0206322882973664,-0.0019400716588075,-0.0910913027011979
0.0192426974282429,-0.0002906997161295,-0.1530254109863119
0.0111776728357496,-0.0006544481270319,-0.1166650328002033
0.0110137473172970,0.0009032219189545,-0.2080668341026341
0.0171217787446127,-0.0010821808349569,-0.1429563023304172
0.0177809230862081,-0.0005669190205810,-0.1444823893298440
0.0056143035105432,-0.0000941001119149,-0.1415095200653220
0.0164075045703680,0.0013429312863594,-0.1919623760836526
0.0087122226944927,-0.0000752183265588,-0.1542367970191554
0.0123051752438580,-0.0003028009324193,-0.1632191346608589
0.0107644480324589,0.0002631401921759,-0.1876649301284412
0.0081449932757322,0.0003611955956768,-0.1997936950306508
0.0096385846979737,0.0004651533305307,-0.1974365921387673
0.0070965328945780,0.0008067257711969,-0.2091089165703165
0.0017089102350068,0.0001525076624907,-0.2004097973198489
0.0086113561277989,0.0006330603460090,-0.2294128813338070
0.0112657439770760,0.0008429100392710,-0.2131174403999866
0.0109609669808902,0.0000867933099083,-0.1804074527560679
0.0046801618217450,0.0004359436535753,-0.2127173283214455
0.0099900637062207,0.0004958639426136,-0.2149069671165971
0.0112818150545953,0.0016865838269496,-0.2421729395854823
0.0121456149116586,0.0001688675768350,-0.1965603453181597
0.0057454342752123,-0.0000146214854848,-0.1887740786610902
0.0035060477226302,0.0006098711166775,-0.2577683233108318
0.0136094269679463,0.0017037762466462,-0.2498389268149722
0.0142917955059173,0.0011660641634859,-0.2173147425838973
0.0118138391636485,0.0005947239585050,-0.1842922509542251
0.0085500732039441,0.0001091117021503,-0.1774002549929700
0.0089413447450244,0.0009958252877433,-0.2292915861510989
0.0099043613786649,0.0016363561794073,-0.2639044884238687
0.0128025519600421,0.0019407476611241,-0.2338334995454616
0.0084802248963103,0.0011390928316041,-0.2450687994668073
0.0129342729418342,0.0023228163608838,-0.3042409895195372
0.0171459776817306,0.0033856676209931,-0.3517345273295449
0.0201589070945854,0.0037754413471876,-0.4017078954213477
0.0187369612357852,0.0047271925460253,-0.5026831433640166
0.0213410150755112,0.0059541598649963,-0.5702508562721400
0.0320620986447212,0.0062850471572436,-0.5926347579895984
0.0385011513958285,0.0064826813465816,-0.6060889795894180
0.0406482816321050,0.0065484402316784,-0.6105767213584010
1.0067365555929317,-0.0484996028787263,0.0925899964413891
1.0159187499825295,-0.0602451169157618,0.0827509017303835
1.0303049882920654,-0.0706614605093552,0.0673799662876325
1.0493325397019946,-0.0765949180715794,0.0471919323727574
1.0699856508804004,-0.0755588231934408,0.0252308278989474
1.0878821260503173,-0.0674362350994084,0.0057905723516282
1.0996427671860911,-0.0545565476491867,-0.0082648100508819
1.1042295089506402,-0.0402954062288722,-0.0162027970607596
1.1027967259987350,-0.0270712721362513,-0.0193861574565602
1.0691905204393288,-0.0045020116903590,-0.0293375405665261
0.9845502123458718,0.0175934118821784,-0.0389081314960169
0.8239050122526692,0.0391877925005848,-0.0467456333093366
0.6385734508895677,0.0346773894266590,-0.0517873529811543
0.5532369919803884,-0.0045557718177329,-0.0539320769369028
0.6390141507017552,-0.0439260976673857,-0.0533637170082475
0.8233917462332543,-0.0492379963401486,-0.0502651850878946
0.9838880651602473,-0.0281640535057779,-0.0444285520880710
1.0698570042489108,-0.0054393334306523,-0.0362296578642641
1.1064825179250468,0.0179115988064601,-0.0296060355722339
1.1105236169406245,0.0308295313339184,-0.0292874536641569
1.1091541670106020,0.0458606732237790,-0.0244598052126741
1.1004316088261898,0.0607290076571646,-0.0134755448140666
1.0845668439339502,0.0721703784140503,0.0039300453768799
1.0642018506206659,0.0769390378820790,0.0255270319871596
1.0437582973471491,0.0742540775714557,0.0471563428704171
1.0269991084887722,0.0659285993802251,0.0648784561596772
1.0153374894342366,0.0550977286733617,0.0772829752188857
0.9993014235479492,0.0487161740688104,0.0969037472443494
0.9868144050204205,0.0498580599402521,0.1121678151817389
0.9714314099109835,0.0446815576057989,0.1299467603669478
0.9569712194394083,0.0306209964993360,0.1462191629218543
0.9498073261864521,0.0088249742379722,0.1545574581885458
0.9537700589784499,-0.0138574018973692,0.1510291763010051
0.9657783484214573,-0.0301348044870227,0.1386909080400543
0.9799941244600063,-0.0381579816203231,0.1234820754493097
0.9924356949208168,-0.0397858747043474,0.1093740804212718
0.0064072259957154,-0.0020167564761359,-0.5020231415187165
0.0061030076725101,-0.0014211308725261,-0.3519142750492327
0.0087919515013487,-0.0020472715059164,-0.3183352250329181
0.0106805112767783,-0.0021216299283200,-0.2831045630141108
0.0090602371294027,-0.0021443531078405,-0.2932210202263735
0.0080767802751853,-0.0018059250964616,-0.3092891120572071
0.0029393897880145,-0.0004926057600683,-0.2899955866859278
0.0042271911154722,-0.0006330697849504,-0.2646211950266017
0.0032515788761084,-0.0003688069405085,-0.2475559646449917
0.0059875498689688,-0.0004077051095893,-0.2622221059732758
0.0023078604415551,-0.0001569119393883,-0.2802645486198450
0.0021963827712188,-0.0003498943878161,-0.2544620661213665
0.0055164979015124,-0.0005677172281844,-0.2352849795836165
0.0087437849384563,-0.0013540168997190,-0.2547582687286791
0.0092165349764462,-0.0016251158520538,-0.2620192283863467
0.0075985370837772,-0.0008607661563455,-0.2577317766511829
0.0089676384181260,-0.0012317336966296,-0.2641715623485870
0.0084971939370028,-0.0008438549052106,-0.2761959689270081
0.0088386486261417,-0.0022360685343685,-0.3122865939031741
0.0012133856934974,-0.0001997920797058,-0.2943367366421419
0.0045195616849827,-0.0007509586511061,-0.2605154954987614
0.0046764635332200,-0.0007798552797351,-0.2692158972397973
0.0033963247450313,-0.0004781740966741,-0.2569703181861253
0.0050965382394083,-0.0006773421373048,-0.2600409790858467
0.0034621247540568,-0.0005045074542189,-0.2692595699027679
0.0052535105132903,-0.0001570355036277,-0.2701259869645972
0.0015582581571922,-0.0000916013432876,-0.2713950524732697
0.0057103316418899,-0.0007117081851942,-0.2606130844900424
0.0047652094178840,-0.0006267855253078,-0.2659324917972541
0.0036158676160947,-0.0005115255768126,-0.2472818777698012
0.0066809915035277,-0.0004981603963099,-0.2465013656840775
0.0080022334752430,-0.0008513311383075,-0.2615765417607143
0.0086205298105327,-0.0011403762750457,-0.2721244324029947
0.0078863171325634,-0.0013831259849682,-0.2817501916976949
0.0052855361908120,-0.0007168650632453,-0.2854807193559507
0.0027600013436479,-0.0003516280729608,-0.2821101573757735
0.0044436971535033,-0.0004227165507793,-0.2438978448924325
0.0103368454353336,-0.0005627906645941,-0.2397170212218463
0.0098110197153569,-0.0012750322525826,-0.2780361340440592
0.0068008566337125,-0.0009183114869365,-0.2787881076620712
0.0091455062841757,-0.0009842533409539,-0.2687911735234355
0.0074639907363501,-0.0011399363312654,-0.2652178325203484
0.0045637587892423,-0.0002183193794405,-0.2405105888700400
0.0104438653398611,-0.0002626431907396,-0.2375834080275346
0.0119185777078461,-0.0013370962935003,-0.2741173128087560
0.0095922824801783,-0.0013844181265659,-0.2906552073139149
0.0104051486527123,-0.0010970087945676,-0.2906505418535601
0.0076304964429299,-0.0015540924388586,-0.3005724998883654
0.0031109403331591,-0.0001649271150657,-0.2720278237292899
0.0098528289678705,-0.0008334682185813,-0.2566774914299472
0.0052845624452353,-0.0007058337934821,-0.2551591225944103
0.0080174026693160,-0.0001700862257899,-0.2337407082246296
0.0120413400121566,-0.0005159408248513,-0.2341380751171694
